2022-01-21T18-08-01,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,,20,,
2022-01-24T09-15-30,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,,20,,
2022-01-25T09-23-26,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,,
2022-01-26T07-35-52,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,,
2022-01-27T14-49-32,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,,
2022-01-28T09-28-02,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,,
2022-01-28T13-55-27,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,,
2022-01-28T14-38-48,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,,
2022-01-28T15-43-02,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,,
2022-01-28T17-11-19,00717,PHARMACY DEL CENTRO ARARAT  PONCE,01/26/2022 12:00:00 AM,,20,,
2022-01-28T17-11-19,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,,
2022-02-01T09-23-15,00717,PHARMACY DEL CENTRO ARARAT  PONCE,01/26/2022 12:00:00 AM,,20,,
2022-02-01T09-23-15,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,,
2022-02-02T09-09-05,00717,PHARMACY DEL CENTRO ARARAT  PONCE,01/26/2022 12:00:00 AM,,20,,
2022-02-02T09-09-05,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,,
2022-02-04T09-14-55,00717,PHARMACY DEL CENTRO ARARAT  PONCE,01/26/2022 12:00:00 AM,02/02/2022 12:00:00 AM,20,20,02/02/2022 12:00:00 AM
2022-02-04T09-14-55,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,,
2022-02-07T09-54-34,00717,PHARMACY DEL CENTRO ARARAT  PONCE,01/26/2022 12:00:00 AM,02/02/2022 12:00:00 AM,20,20,02/02/2022 12:00:00 AM
2022-02-07T09-54-34,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,20,02/04/2022 12:00:00 AM
2022-02-09T09-41-46,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,20,02/07/2022 12:00:00 AM
2022-02-09T09-41-46,00717,PHARMACY DEL CENTRO ARARAT  PONCE,01/26/2022 12:00:00 AM,02/02/2022 12:00:00 AM,20,20,02/08/2022 12:00:00 AM
2022-02-10T21-04-53,00717,PHARMACY DEL CENTRO ARARAT  PONCE,02/02/2022 12:00:00 AM,02/02/2022 12:00:00 AM,20,20,02/09/2022 12:00:00 AM
2022-02-10T21-04-53,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,20,02/08/2022 12:00:00 AM
2022-02-14T09-23-55,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,20,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,00717,PHARMACY DEL CENTRO ARARAT  PONCE,02/02/2022 12:00:00 AM,02/02/2022 12:00:00 AM,20,20,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,00717,Farmacia Hospital Damas (OPD),01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,20,02/10/2022 12:00:00 AM
