2022-01-14T15-37-26,04917,BELGRADE REGIONAL HEALTH CENTER,01/11/2022 12:00:00 AM,,20,,
2022-01-19T08-05-28,04917,BELGRADE REGIONAL HEALTH CENTER,01/11/2022 12:00:00 AM,01/17/2022 12:00:00 AM,20,,
2022-01-21T18-08-01,04917,BELGRADE REGIONAL HEALTH CENTER,01/11/2022 12:00:00 AM,01/17/2022 12:00:00 AM,20,20,01/19/2022 12:00:00 AM
2022-01-24T09-15-30,04917,BELGRADE REGIONAL HEALTH CENTER,01/11/2022 12:00:00 AM,01/17/2022 12:00:00 AM,20,20,01/19/2022 12:00:00 AM
2022-01-25T09-23-26,04917,BELGRADE REGIONAL HEALTH CENTER,01/11/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,20,01/19/2022 12:00:00 AM
2022-01-26T07-35-52,04917,BELGRADE REGIONAL HEALTH CENTER,01/11/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,20,01/19/2022 12:00:00 AM
2022-01-27T14-49-32,04917,BELGRADE REGIONAL HEALTH CENTER,01/11/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,20,01/19/2022 12:00:00 AM
2022-01-28T09-28-02,04917,BELGRADE REGIONAL HEALTH CENTER,01/24/2022 12:00:00 AM,01/17/2022 12:00:00 AM,60,,01/27/2022 12:00:00 AM
2022-01-28T13-55-27,04917,BELGRADE REGIONAL HEALTH CENTER,01/24/2022 12:00:00 AM,01/17/2022 12:00:00 AM,60,,01/27/2022 12:00:00 AM
2022-01-28T14-38-48,04917,BELGRADE REGIONAL HEALTH CENTER,01/24/2022 12:00:00 AM,01/17/2022 12:00:00 AM,60,,01/27/2022 12:00:00 AM
2022-01-28T15-43-02,04917,BELGRADE REGIONAL HEALTH CENTER,01/24/2022 12:00:00 AM,01/17/2022 12:00:00 AM,60,,01/27/2022 12:00:00 AM
2022-01-28T17-11-19,04917,BELGRADE REGIONAL HEALTH CENTER,01/24/2022 12:00:00 AM,01/17/2022 12:00:00 AM,60,,01/27/2022 12:00:00 AM
2022-02-01T09-23-15,04917,BELGRADE REGIONAL HEALTH CENTER,01/24/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,,01/27/2022 12:00:00 AM
2022-02-02T09-09-05,04917,BELGRADE REGIONAL HEALTH CENTER,01/24/2022 12:00:00 AM,01/28/2022 12:00:00 AM,40,,01/27/2022 12:00:00 AM
2022-02-04T09-14-55,04917,BELGRADE REGIONAL HEALTH CENTER,01/24/2022 12:00:00 AM,01/28/2022 12:00:00 AM,40,,01/27/2022 12:00:00 AM
2022-02-07T09-54-34,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,01/28/2022 12:00:00 AM,60,35,02/04/2022 12:00:00 AM
2022-02-09T09-41-46,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,01/28/2022 12:00:00 AM,60,35,02/04/2022 12:00:00 AM
2022-02-10T21-04-53,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,35,02/04/2022 12:00:00 AM
2022-02-14T09-23-55,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,54,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,54,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,54,02/11/2022 12:00:00 AM
2022-02-16T08-23-53,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,54,02/11/2022 12:00:00 AM
2022-02-16T18-37-01,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,54,02/11/2022 12:00:00 AM
2022-02-18T15-54-16,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,54,02/11/2022 12:00:00 AM
2022-02-18T16-04-21,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,49,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,49,02/18/2022 12:00:00 AM
2022-02-24T09-51-18,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,49,02/18/2022 12:00:00 AM
2022-03-03T09-56-49,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,48,02/25/2022 12:00:00 AM
2022-03-03T10-04-44,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,48,02/25/2022 12:00:00 AM
2022-03-08T14-40-56,04917,BELGRADE REGIONAL HEALTH CENTER,01/29/2022 12:00:00 AM,02/08/2022 12:00:00 AM,60,46,03/04/2022 12:00:00 AM
