2022-02-07T09-54-34,08873,Pharmscript HoldcoandSubsidiaries,01/28/2022 12:00:00 AM,,24,24,02/03/2022 12:00:00 AM
2022-02-09T09-41-46,08873,Pharmscript HoldcoandSubsidiaries,01/28/2022 12:00:00 AM,02/03/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-02-10T21-04-53,08873,Pharmscript HoldcoandSubsidiaries,02/10/2022 12:00:00 AM,02/03/2022 12:00:00 AM,24,24,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,08873,Pharmscript HoldcoandSubsidiaries,02/10/2022 12:00:00 AM,02/03/2022 12:00:00 AM,24,24,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,08873,Pharmscript HoldcoandSubsidiaries,02/10/2022 12:00:00 AM,02/03/2022 12:00:00 AM,24,24,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,08873,Pharmscript HoldcoandSubsidiaries,02/10/2022 12:00:00 AM,02/03/2022 12:00:00 AM,24,24,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,08873,Pharmscript HoldcoandSubsidiaries,02/10/2022 12:00:00 AM,02/03/2022 12:00:00 AM,24,24,02/15/2022 12:00:00 AM
2022-02-16T18-37-01,08873,Pharmscript HoldcoandSubsidiaries,01/28/2022 12:00:00 AM,02/03/2022 12:00:00 AM,24,24,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,08873,Pharmscript HoldcoandSubsidiaries,02/17/2022 12:00:00 AM,02/03/2022 12:00:00 AM,48,24,02/17/2022 12:00:00 AM
2022-02-18T16-04-21,08873,Pharmscript HoldcoandSubsidiaries,02/17/2022 12:00:00 AM,02/03/2022 12:00:00 AM,48,24,02/17/2022 12:00:00 AM
2022-02-22T09-09-37,08873,Pharmscript HoldcoandSubsidiaries,02/17/2022 12:00:00 AM,02/03/2022 12:00:00 AM,48,24,02/18/2022 12:00:00 AM
2022-02-24T09-51-18,08873,Pharmscript HoldcoandSubsidiaries,02/17/2022 12:00:00 AM,02/03/2022 12:00:00 AM,48,24,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,08873,Pharmscript HoldcoandSubsidiaries,02/24/2022 12:00:00 AM,02/22/2022 12:00:00 AM,72,24,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,08873,Pharmscript HoldcoandSubsidiaries,02/24/2022 12:00:00 AM,03/01/2022 12:00:00 AM,72,24,03/02/2022 12:00:00 AM
