2022-02-04T09-14-55,02813,NARRAGANSETT INDIAN TRIBE HEALTH,02/02/2022 12:00:00 AM,,24,,
2022-02-07T09-54-34,02813,NARRAGANSETT INDIAN TRIBE HEALTH,02/02/2022 12:00:00 AM,,24,,
2022-02-09T09-41-46,02813,NARRAGANSETT INDIAN TRIBE HEALTH,02/02/2022 12:00:00 AM,,24,,
2022-02-16T18-37-01,02813,NARRAGANSETT INDIAN TRIBE HEALTH,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-02-18T15-54-16,02813,NARRAGANSETT INDIAN TRIBE HEALTH,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-02-18T16-04-21,02813,NARRAGANSETT INDIAN TRIBE HEALTH,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-02-22T09-09-37,02813,NARRAGANSETT INDIAN TRIBE HEALTH,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-02-24T09-51-18,02813,NARRAGANSETT INDIAN TRIBE HEALTH,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-03-03T09-56-49,02813,NARRAGANSETT INDIAN TRIBE HEALTH,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-03-03T10-04-44,02813,NARRAGANSETT INDIAN TRIBE HEALTH,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-03-08T14-40-56,02813,NARRAGANSETT INDIAN TRIBE HEALTH,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
