2021-12-29T09-02-14,95020,VALLEY HEALTH CTR GILROY FAMILY PRA,12/27/2021 12:00:00 AM,,,,
2021-12-30T09-20-52,95020,VALLEY HEALTH CENTER AT GILROY PH,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,,,
2022-01-03T16-32-58,95020,VALLEY HEALTH CENTER AT GILROY PH,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,40,12/31/2021 12:00:00 AM
2022-01-04T16-56-44,95020,VALLEY HEALTH CENTER AT GILROY PH,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,40,01/03/2022 12:00:00 AM
2022-01-04T18-34-57,95020,VALLEY HEALTH CENTER AT GILROY PH,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,40,01/03/2022 12:00:00 AM
2022-01-05T18-07-41,95020,VALLEY HEALTH CENTER AT GILROY PH,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,39,01/05/2022 12:00:00 AM
2022-01-07T08-09-36,95020,VALLEY HEALTH CENTER AT GILROY PH,12/27/2021 12:00:00 AM,,40,38,01/06/2022 12:00:00 AM
2022-01-10T10-10-35,95020,VALLEY HEALTH CENTER AT GILROY PH,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,18,01/07/2022 12:00:00 AM
2022-01-11T08-35-31,95020,VALLEY HEALTH CENTER AT GILROY PH,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,17,01/10/2022 12:00:00 AM
2022-01-12T08-07-48,95020,VALLEY HEALTH CENTER AT GILROY PH,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,17,01/11/2022 12:00:00 AM
2022-01-13T10-07-11,95020,VALLEY HEALTH CENTER AT GILROY PH,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,3,01/12/2022 12:00:00 AM
2022-01-14T15-37-26,95020,VALLEY HEALTH CENTER AT GILROY PH,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,2,01/13/2022 12:00:00 AM
2022-01-19T08-05-28,95020,VALLEY HEALTH CENTER AT GILROY PH,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,0,01/18/2022 12:00:00 AM
2022-01-21T18-08-01,95020,VALLEY HEALTH CENTER AT GILROY PH,01/18/2022 12:00:00 AM,,60,0,01/20/2022 12:00:00 AM
2022-01-24T09-15-30,95020,VALLEY HEALTH CENTER AT GILROY PH,01/18/2022 12:00:00 AM,,60,0,01/20/2022 12:00:00 AM
2022-01-25T09-23-26,95020,VALLEY HEALTH CENTER AT GILROY PH,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,19,01/24/2022 12:00:00 AM
2022-01-26T07-35-52,95020,VALLEY HEALTH CENTER AT GILROY PH,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,19,01/24/2022 12:00:00 AM
2022-01-27T14-49-32,95020,VALLEY HEALTH CENTER AT GILROY PH,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,18,01/26/2022 12:00:00 AM
2022-01-28T09-28-02,95020,VALLEY HEALTH CENTER AT GILROY PH,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,17,01/27/2022 12:00:00 AM
2022-01-28T13-55-27,95020,VALLEY HEALTH CENTER AT GILROY PH,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,17,01/27/2022 12:00:00 AM
2022-01-28T14-38-48,95020,VALLEY HEALTH CENTER AT GILROY PH,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,17,01/27/2022 12:00:00 AM
2022-01-28T15-43-02,95020,VALLEY HEALTH CENTER AT GILROY PH,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,17,01/27/2022 12:00:00 AM
2022-01-28T17-11-19,95020,VALLEY HEALTH CENTER AT GILROY PH,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,17,01/27/2022 12:00:00 AM
