2021-12-29T09-02-14,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,12/28/2021 12:00:00 AM,,,,
2021-12-30T09-20-52,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM,,,
2022-01-03T16-32-58,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,60,60,01/02/2022 12:00:00 AM
2022-01-04T16-56-44,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,60,60,01/03/2022 12:00:00 AM
2022-01-04T18-34-57,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,60,60,01/03/2022 12:00:00 AM
2022-01-05T18-07-41,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,60,60,01/05/2022 12:00:00 AM
2022-01-07T08-09-36,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,12/28/2021 12:00:00 AM,,60,60,01/06/2022 12:00:00 AM
2022-01-10T10-10-35,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,60,60,01/07/2022 12:00:00 AM
2022-01-11T08-35-31,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,60,60,01/10/2022 12:00:00 AM
2022-01-12T08-07-48,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,60,60,01/11/2022 12:00:00 AM
2022-01-13T10-07-11,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,60,60,01/12/2022 12:00:00 AM
2022-01-14T15-37-26,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/13/2022 12:00:00 AM,12/30/2021 12:00:00 AM,80,58,01/14/2022 12:00:00 AM
2022-01-19T08-05-28,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/13/2022 12:00:00 AM,12/30/2021 12:00:00 AM,80,55,01/18/2022 12:00:00 AM
2022-01-19T08-05-28,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/13/2022 12:00:00 AM,,40,,
2022-01-21T18-08-01,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,80,38,01/20/2022 12:00:00 AM
2022-01-21T18-08-01,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/13/2022 12:00:00 AM,,40,40,01/20/2022 12:00:00 AM
2022-01-24T09-15-30,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/13/2022 12:00:00 AM,01/20/2022 12:00:00 AM,40,40,01/20/2022 12:00:00 AM
2022-01-24T09-15-30,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,80,38,01/20/2022 12:00:00 AM
2022-01-25T09-23-26,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/13/2022 12:00:00 AM,01/20/2022 12:00:00 AM,80,40,01/20/2022 12:00:00 AM
2022-01-25T09-23-26,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,100,64,01/24/2022 12:00:00 AM
2022-01-26T07-35-52,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/13/2022 12:00:00 AM,01/20/2022 12:00:00 AM,80,40,01/20/2022 12:00:00 AM
2022-01-26T07-35-52,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,100,61,01/25/2022 12:00:00 AM
2022-01-27T14-49-32,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,100,51,01/26/2022 12:00:00 AM
2022-01-27T14-49-32,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/13/2022 12:00:00 AM,01/20/2022 12:00:00 AM,80,40,01/20/2022 12:00:00 AM
2022-01-28T09-28-02,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/26/2022 12:00:00 AM,01/17/2022 12:00:00 AM,120,49,01/27/2022 12:00:00 AM
2022-01-28T09-28-02,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/26/2022 12:00:00 AM,01/20/2022 12:00:00 AM,100,0,01/27/2022 12:00:00 AM
2022-01-28T13-55-27,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/26/2022 12:00:00 AM,01/17/2022 12:00:00 AM,120,49,01/27/2022 12:00:00 AM
2022-01-28T13-55-27,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/26/2022 12:00:00 AM,01/20/2022 12:00:00 AM,100,0,01/27/2022 12:00:00 AM
2022-01-28T14-38-48,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/26/2022 12:00:00 AM,01/17/2022 12:00:00 AM,120,49,01/27/2022 12:00:00 AM
2022-01-28T14-38-48,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/26/2022 12:00:00 AM,01/20/2022 12:00:00 AM,100,0,01/27/2022 12:00:00 AM
2022-01-28T15-43-02,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/26/2022 12:00:00 AM,01/17/2022 12:00:00 AM,120,49,01/27/2022 12:00:00 AM
2022-01-28T15-43-02,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/26/2022 12:00:00 AM,01/20/2022 12:00:00 AM,100,0,01/27/2022 12:00:00 AM
2022-01-28T17-11-19,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/26/2022 12:00:00 AM,01/17/2022 12:00:00 AM,120,49,01/27/2022 12:00:00 AM
2022-01-28T17-11-19,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/26/2022 12:00:00 AM,01/20/2022 12:00:00 AM,100,20,01/28/2022 12:00:00 AM
2022-02-01T09-23-15,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,100,0,01/31/2022 12:00:00 AM
2022-02-01T09-23-15,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,120,78,01/31/2022 12:00:00 AM
2022-02-02T09-09-05,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,100,70,02/01/2022 12:00:00 AM
2022-02-04T09-14-55,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,100,65,02/03/2022 12:00:00 AM
2022-02-07T09-54-34,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,100,62,02/04/2022 12:00:00 AM
2022-02-09T09-41-46,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,100,58,02/08/2022 12:00:00 AM
2022-02-10T21-04-53,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,02/08/2022 12:00:00 AM,01/28/2022 12:00:00 AM,120,56,02/09/2022 12:00:00 AM
2022-02-14T09-23-55,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,120,74,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,120,74,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,120,73,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,120,71,02/15/2022 12:00:00 AM
2022-02-16T18-37-01,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,120,70,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,73112,INTEGRIS BAPTIST MEDICAL CENTER WCD,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,120,68,02/17/2022 12:00:00 AM
2022-02-18T16-04-21,73112,INTEGRIS BAPTIST MED CTR - PORTLAND,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,60,0,02/18/2022 12:00:00 AM
