2022-06-09T04-15-20,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
2022-06-10T04-15-36,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
2022-06-11T04-15-14,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
2022-06-12T04-15-15,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
2022-06-13T04-15-40,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
2022-06-14T04-15-16,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
2022-06-15T04-15-27,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
2022-06-16T04-15-45,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
2022-06-17T04-15-27,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
2022-06-18T04-15-18,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
2022-06-19T04-15-29,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
2022-06-20T04-15-58,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
2022-06-21T04-15-35,98337,PCHSBREMERTON CLINIC,NLP,NLP,NLP,,
