2021-12-29T09-02-14,95035,VALLEY HEALTH CENTER- MILPITAS,12/27/2021 12:00:00 AM,,,,
2021-12-30T09-20-52,95035,VALLEY HEALTH CENTER AT MILPITAS PH,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,,,
2022-01-03T16-32-58,95035,VALLEY HEALTH CENTER AT MILPITAS PH,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,0,01/01/2022 12:00:00 AM
2022-01-04T16-56-44,95035,VALLEY HEALTH CENTER AT MILPITAS PH,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,0,01/03/2022 12:00:00 AM
2022-01-04T18-34-57,95035,VALLEY HEALTH CENTER AT MILPITAS PH,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,0,01/03/2022 12:00:00 AM
2022-01-05T18-07-41,95035,VALLEY HEALTH CENTER AT MILPITAS PH,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,0,01/05/2022 12:00:00 AM
2022-01-07T08-09-36,95035,VALLEY HEALTH CENTER AT MILPITAS PH,12/27/2021 12:00:00 AM,,20,14,01/06/2022 12:00:00 AM
2022-01-10T10-10-35,95035,VALLEY HEALTH CENTER AT MILPITAS PH,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,12,01/07/2022 12:00:00 AM
2022-01-11T08-35-31,95035,VALLEY HEALTH CENTER AT MILPITAS PH,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,12,01/10/2022 12:00:00 AM
2022-01-12T08-07-48,95035,VALLEY HEALTH CENTER AT MILPITAS PH,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,10,01/11/2022 12:00:00 AM
2022-01-13T10-07-11,95035,VALLEY HEALTH CENTER AT MILPITAS PH,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,9,01/12/2022 12:00:00 AM
2022-01-14T15-37-26,95035,VALLEY HEALTH CENTER AT MILPITAS PH,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,7,01/13/2022 12:00:00 AM
2022-01-19T08-05-28,95035,VALLEY HEALTH CENTER AT MILPITAS PH,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,0,01/18/2022 12:00:00 AM
2022-01-21T18-08-01,95035,VALLEY HEALTH CENTER AT MILPITAS PH,01/18/2022 12:00:00 AM,12/29/2021 12:00:00 AM,60,0,01/20/2022 12:00:00 AM
2022-01-24T09-15-30,95035,VALLEY HEALTH CENTER AT MILPITAS PH,01/18/2022 12:00:00 AM,12/29/2021 12:00:00 AM,60,0,01/20/2022 12:00:00 AM
2022-01-25T09-23-26,95035,VALLEY HEALTH CENTER AT MILPITAS PH,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,100,39,01/24/2022 12:00:00 AM
2022-01-26T07-35-52,95035,VALLEY HEALTH CENTER AT MILPITAS PH,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,100,39,01/24/2022 12:00:00 AM
2022-01-27T14-49-32,95035,VALLEY HEALTH CENTER AT MILPITAS PH,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,100,37,01/26/2022 12:00:00 AM
2022-01-28T09-28-02,95035,VALLEY HEALTH CENTER AT MILPITAS PH,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,100,36,01/27/2022 12:00:00 AM
