2022-03-08T14-40-56,20850,Walgreens Store #15117,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,100,196,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,20850,Walgreens Store #15117,NLP,NLP,NLP,193,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,20850,Walgreens Store #15117,NLP,NLP,NLP,193,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,20850,Walgreens Store #15117,NLP,NLP,NLP,193,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,20850,Walgreens Store #15117,NLP,NLP,NLP,254,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,20850,Walgreens Store #15117,NLP,NLP,NLP,254,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,20850,Walgreens Store #15117,NLP,NLP,NLP,254,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,20850,Walgreens Store #15117,NLP,NLP,NLP,254,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,20850,Walgreens Store #15117,NLP,NLP,NLP,254,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,20850,Walgreens Store #15117,NLP,NLP,NLP,254,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,20850,Walgreens Store #15117,NLP,NLP,NLP,254,03/18/2022 12:00:00 AM
2022-03-21T16-35-27,20850,Walgreens Store #15117,NLP,NLP,NLP,254,03/18/2022 12:00:00 AM
2022-03-22T09-16-18,20850,Walgreens Store #15117,NLP,NLP,NLP,254,03/18/2022 12:00:00 AM
2022-03-23T08-41-43,20850,Walgreens Store #15117,NLP,NLP,NLP,153,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,20850,Walgreens Store #15117,NLP,NLP,NLP,153,03/22/2022 12:00:00 AM
2022-03-24T13-46-29,20850,Walgreens Store #15117,NLP,NLP,NLP,153,03/23/2022 12:00:00 AM
2022-03-25T08-10-53,20850,Walgreens Store #15117,NLP,NLP,NLP,146,03/24/2022 12:00:00 AM
2022-03-26T06-57-27,20850,Walgreens Store #15117,NLP,NLP,NLP,144,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,20850,Walgreens Store #15117,NLP,NLP,NLP,144,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,20850,Walgreens Store #15117,NLP,NLP,NLP,144,03/25/2022 12:00:00 AM
2022-03-28T06-21-17,20850,Walgreens Store #15117,NLP,NLP,NLP,144,03/25/2022 12:00:00 AM
2022-03-29T08-50-48,20850,Walgreens Store #15117,NLP,NLP,NLP,140,03/28/2022 12:00:00 AM
2022-03-30T09-27-07,20850,Walgreens Store #15117,NLP,NLP,NLP,140,03/29/2022 12:00:00 AM
2022-03-31T08-53-07,20850,Walgreens Store #15117,NLP,NLP,NLP,139,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,20850,Walgreens Store #15117,NLP,NLP,NLP,139,03/30/2022 12:00:00 AM
2022-04-01T06-54-45,20850,Walgreens Store #15117,NLP,NLP,NLP,139,03/31/2022 12:00:00 AM
2022-04-02T06-05-59,20850,Walgreens Store #15117,NLP,NLP,NLP,135,04/01/2022 12:00:00 AM
2022-04-03T05-51-54,20850,Walgreens Store #15117,NLP,NLP,NLP,135,04/01/2022 12:00:00 AM
2022-04-04T05-38-24,20850,Walgreens Store #15117,NLP,NLP,NLP,135,04/01/2022 12:00:00 AM
2022-04-05T05-48-33,20850,Walgreens Store #15117,NLP,NLP,NLP,127,04/04/2022 12:00:00 AM
2022-04-06T05-45-18,20850,Walgreens Store #15117,NLP,NLP,NLP,123,04/05/2022 12:00:00 AM
2022-04-07T05-34-07,20850,Walgreens Store #15117,NLP,NLP,NLP,121,04/06/2022 12:00:00 AM
2022-04-08T05-48-29,20850,Walgreens Store #15117,NLP,NLP,NLP,121,04/07/2022 12:00:00 AM
2022-04-09T05-41-09,20850,Walgreens Store #15117,NLP,NLP,NLP,111,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,20850,ADVENTIST SHADY GROVE HOSPITAL,NLP,NLP,NLP,0,01/24/2022 12:00:00 AM
2022-04-10T09-31-27,20850,ADVENTIST SHADY GROVE HOSPITAL,NLP,NLP,NLP,0,01/24/2022 12:00:00 AM
2022-04-10T09-31-27,20850,Walgreens Store #15117,NLP,NLP,NLP,111,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,20850,ADVENTIST SHADY GROVE HOSPITAL,NLP,NLP,NLP,0,01/24/2022 12:00:00 AM
2022-04-11T07-06-23,20850,Walgreens Store #15117,NLP,NLP,NLP,111,04/08/2022 12:00:00 AM
2022-04-12T07-06-55,20850,Walgreens Store #15117,NLP,NLP,NLP,105,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,20850,ADVENTIST SHADY GROVE HOSPITAL,NLP,NLP,NLP,0,01/24/2022 12:00:00 AM
2022-04-13T09-20-57,20850,ADVENTIST SHADY GROVE HOSPITAL,NLP,NLP,NLP,0,01/24/2022 12:00:00 AM
2022-04-13T09-20-57,20850,Walgreens Store #15117,NLP,NLP,NLP,105,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,20850,ADVENTIST SHADY GROVE HOSPITAL,NLP,NLP,NLP,0,01/24/2022 12:00:00 AM
2022-04-13T11-55-39,20850,Walgreens Store #15117,NLP,NLP,NLP,105,04/12/2022 12:00:00 AM
2022-04-14T09-18-06,20850,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,20850,ADVENTIST SHADY GROVE HOSPITAL,NLP,NLP,NLP,40,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,20850,Walgreens Store #15117,NLP,NLP,NLP,94,04/13/2022 12:00:00 AM
2022-04-15T06-03-51,20850,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/14/2022 12:00:00 AM
