2022-02-16T08-23-53,99207,Omnicare of Spokane #48375,,,0,20,02/15/2022 12:00:00 AM
2022-02-16T18-37-01,99207,Omnicare of Spokane,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/15/2022 12:00:00 AM
2022-02-18T15-54-16,99207,Omnicare of Spokane,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/15/2022 12:00:00 AM
2022-02-18T16-04-21,99207,Omnicare of Spokane,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/15/2022 12:00:00 AM
2022-02-22T09-09-37,99207,Omnicare of Spokane,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/15/2022 12:00:00 AM
2022-02-24T09-51-18,99207,Omnicare of Spokane,02/22/2022 12:00:00 AM,02/14/2022 12:00:00 AM,40,20,02/15/2022 12:00:00 AM
2022-03-03T09-56-49,99207,Omnicare of Spokane,02/22/2022 12:00:00 AM,02/24/2022 12:00:00 AM,40,20,02/15/2022 12:00:00 AM
2022-03-03T10-04-44,99207,Omnicare of Spokane,02/22/2022 12:00:00 AM,02/24/2022 12:00:00 AM,40,20,02/15/2022 12:00:00 AM
2022-03-08T14-40-56,99207,Omnicare of Spokane,02/22/2022 12:00:00 AM,02/24/2022 12:00:00 AM,40,20,02/15/2022 12:00:00 AM
2022-03-18T09-58-11,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/15/2022 12:00:00 AM
2022-03-18T15-22-50,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/15/2022 12:00:00 AM
2022-03-19T08-15-59,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/15/2022 12:00:00 AM
2022-03-19T11-58-02,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/15/2022 12:00:00 AM
2022-03-20T06-05-37,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/15/2022 12:00:00 AM
2022-03-21T06-11-50,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/15/2022 12:00:00 AM
2022-03-21T14-18-38,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/15/2022 12:00:00 AM
2022-03-21T16-35-27,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/21/2022 12:00:00 AM
2022-03-22T09-16-18,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/21/2022 12:00:00 AM
2022-03-23T08-41-43,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/22/2022 12:00:00 AM
2022-03-23T08-41-43,99207,Walgreens Store #05818,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,99207,Walgreens Store #05818,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-24T13-46-29,99207,Walgreens Store #05818,NLP,NLP,NLP,20,03/23/2022 12:00:00 AM
2022-03-24T13-46-29,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/22/2022 12:00:00 AM
2022-03-25T08-10-53,99207,Walgreens Store #05818,NLP,NLP,NLP,40,03/24/2022 12:00:00 AM
2022-03-25T08-10-53,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,39,03/22/2022 12:00:00 AM
2022-03-26T06-57-27,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,03/25/2022 12:00:00 AM
2022-03-26T06-57-27,99207,Walgreens Store #05818,NLP,NLP,NLP,40,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,99207,Walgreens Store #05818,NLP,NLP,NLP,40,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,99207,Walgreens Store #05818,NLP,NLP,NLP,40,03/25/2022 12:00:00 AM
2022-03-28T06-21-17,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,99207,Walgreens Store #05818,NLP,NLP,NLP,40,03/25/2022 12:00:00 AM
2022-03-29T08-50-48,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,99207,Walgreens Store #05818,NLP,NLP,NLP,20,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-03-29T08-50-48,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,43,03/28/2022 12:00:00 AM
2022-03-30T09-27-07,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,43,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,99207,Walgreens Store #05818,NLP,NLP,NLP,20,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-03-30T09-27-07,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,03/29/2022 12:00:00 AM
2022-03-31T08-53-07,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,43,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-03-31T08-53-07,99207,Walgreens Store #05818,NLP,NLP,NLP,20,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,99207,Walgreens Store #05818,NLP,NLP,NLP,20,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,43,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-04-01T06-54-45,99207,Walgreens Store #05818,NLP,NLP,NLP,20,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,43,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-04-02T06-05-59,99207,Walgreens Store #05818,NLP,NLP,NLP,20,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,43,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-04-03T05-51-54,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,99207,Walgreens Store #05818,NLP,NLP,NLP,20,04/01/2022 12:00:00 AM
2022-04-03T05-51-54,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,43,04/01/2022 12:00:00 AM
2022-04-03T05-51-54,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-04-04T05-38-24,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,43,04/01/2022 12:00:00 AM
2022-04-04T05-38-24,99207,Walgreens Store #05818,NLP,NLP,NLP,20,04/01/2022 12:00:00 AM
2022-04-04T05-38-24,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-04-05T05-48-33,99207,Walgreens Store #05818,NLP,NLP,NLP,20,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-04-05T05-48-33,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,53,04/04/2022 12:00:00 AM
2022-04-06T05-45-18,99207,Walgreens Store #05818,NLP,NLP,NLP,20,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
