2022-01-19T08-05-28,96161,TAHOE FOREST HEALTH CLINIC,01/14/2022 12:00:00 AM,,20,,
2022-01-21T18-08-01,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,,40,,
2022-01-24T09-15-30,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/20/2022 12:00:00 AM,40,,
2022-01-25T09-23-26,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,,
2022-01-26T07-35-52,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,,
2022-01-27T14-49-32,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,38,01/25/2022 12:00:00 AM
2022-01-28T09-28-02,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,38,01/25/2022 12:00:00 AM
2022-01-28T13-55-27,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,38,01/25/2022 12:00:00 AM
2022-01-28T14-38-48,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,38,01/25/2022 12:00:00 AM
2022-01-28T15-43-02,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,38,01/25/2022 12:00:00 AM
2022-01-28T17-11-19,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,38,01/25/2022 12:00:00 AM
2022-02-01T09-23-15,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,80,36,01/28/2022 12:00:00 AM
2022-02-02T09-09-05,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,36,01/28/2022 12:00:00 AM
2022-02-04T09-14-55,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,34,02/02/2022 12:00:00 AM
2022-02-07T09-54-34,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,34,02/02/2022 12:00:00 AM
2022-02-09T09-41-46,96161,TAHOE FOREST HEALTH CLINIC,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,29,02/07/2022 12:00:00 AM
2022-02-10T21-04-53,96161,TAHOE FOREST HEALTH CLINIC,02/01/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,29,02/07/2022 12:00:00 AM
