2022-01-03T16-32-58,27850,DRUGCO PHARMACY,12/27/2021 12:00:00 AM,,0,,
2022-01-21T18-08-01,27850,DRUGCO PHARMACY,01/14/2022 12:00:00 AM,,20,,
2022-01-24T09-15-30,27850,DRUGCO PHARMACY,01/14/2022 12:00:00 AM,,20,20,01/21/2022 12:00:00 AM
2022-01-25T09-23-26,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,10,01/24/2022 12:00:00 AM
2022-01-26T07-35-52,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,9,01/25/2022 12:00:00 AM
2022-01-27T14-49-32,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,8,01/26/2022 12:00:00 AM
2022-01-28T09-28-02,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,8,01/27/2022 12:00:00 AM
2022-01-28T13-55-27,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,8,01/27/2022 12:00:00 AM
2022-01-28T14-38-48,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,8,01/27/2022 12:00:00 AM
2022-01-28T15-43-02,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,8,01/27/2022 12:00:00 AM
2022-01-28T17-11-19,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,8,01/28/2022 12:00:00 AM
2022-02-01T09-23-15,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,8,01/31/2022 12:00:00 AM
2022-02-02T09-09-05,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,8,02/01/2022 12:00:00 AM
2022-02-04T09-14-55,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,8,02/03/2022 12:00:00 AM
