2022-03-08T14-40-56,80229,SAFEWAY PHARMACY,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/07/2022 12:00:00 AM
2022-05-17T05-27-38,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,29,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,16,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,80229,Sams Pharmacy #4745,NLP,NLP,NLP,16,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,40,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,80229,Walgreens Store #04894,NLP,NLP,NLP,40,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,25,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,16,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,80229,Sams Pharmacy #4745,NLP,NLP,NLP,16,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,39,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,15,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,25,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,80229,Sams Pharmacy #4745,NLP,NLP,NLP,16,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,39,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,15,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,25,05/17/2022 12:00:00 AM
2022-05-20T05-59-40,80229,Sams Pharmacy #4745,NLP,NLP,NLP,16,05/17/2022 12:00:00 AM
2022-05-20T05-59-40,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,39,05/17/2022 12:00:00 AM
2022-05-20T05-59-40,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-21T05-54-21,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-22T09-07-10,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80229,WALGREENS STORE #04894,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,38,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Sams Pharmacy #4745,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
