2022-03-08T14-40-56,33331,Walgreens Store #10648,02/28/2022 12:00:00 AM,03/02/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,33331,Walgreens Store #10648,NLP,NLP,NLP,20,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,33331,Omnicare of South Florida #48232,NLP,NLP,NLP,20,03/15/2022 12:00:00 AM
2022-03-18T09-58-11,33331,Walgreens Store #10648,NLP,NLP,NLP,20,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,33331,Omnicare of South Florida #48232,NLP,NLP,NLP,20,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,33331,Walgreens Store #10648,NLP,NLP,NLP,20,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,33331,CCF Weston Hospital,NLP,NLP,NLP,20,03/16/2022 12:00:00 AM
2022-03-18T11-17-38,33331,Walgreens Store #10648,NLP,NLP,NLP,20,03/17/2022 12:00:00 AM
2022-03-18T11-17-38,33331,Omnicare of South Florida #48232,NLP,NLP,NLP,20,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,33331,CCF Weston Hospital,NLP,NLP,NLP,20,03/16/2022 12:00:00 AM
2022-03-18T15-22-50,33331,Walgreens Store #10648,NLP,NLP,NLP,20,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,33331,Omnicare of South Florida #48232,NLP,NLP,NLP,20,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,33331,Walgreens Store #10648,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-19T08-15-59,33331,CCF Weston Hospital,NLP,NLP,NLP,20,03/16/2022 12:00:00 AM
2022-03-19T08-15-59,33331,Omnicare of South Florida #48232,NLP,NLP,NLP,39,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,33331,CCF Weston Hospital,NLP,NLP,NLP,20,03/16/2022 12:00:00 AM
2022-03-19T11-58-02,33331,Walgreens Store #10648,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,33331,Omnicare of South Florida #48232,NLP,NLP,NLP,39,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,33331,CCF Weston Hospital,NLP,NLP,NLP,20,03/16/2022 12:00:00 AM
2022-03-20T06-05-37,33331,Walgreens Store #10648,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,33331,Omnicare of South Florida #48232,NLP,NLP,NLP,39,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,33331,CCF Weston Hospital,NLP,NLP,NLP,20,03/16/2022 12:00:00 AM
2022-03-21T06-11-50,33331,Walgreens Store #10648,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,33331,Omnicare of South Florida #48232,NLP,NLP,NLP,39,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,33331,CCF Weston Hospital,NLP,NLP,NLP,20,03/16/2022 12:00:00 AM
2022-03-21T14-18-38,33331,Walgreens Store #10648,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,33331,Omnicare of South Florida #48232,NLP,NLP,NLP,39,03/18/2022 12:00:00 AM
2022-03-21T16-35-27,33331,CCF Weston Hospital,NLP,NLP,NLP,20,03/16/2022 12:00:00 AM
2022-03-21T16-35-27,33331,Walgreens Store #10648,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-21T16-35-27,33331,Omnicare of South Florida #48232,NLP,NLP,NLP,18,03/21/2022 12:00:00 AM
