2022-07-08T04-15-19,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/07/2022 12:00:00 AM
2022-07-09T04-15-19,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/07/2022 12:00:00 AM
2022-07-10T04-15-26,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/07/2022 12:00:00 AM
2022-07-11T04-15-25,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/07/2022 12:00:00 AM
2022-07-12T04-15-22,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/07/2022 12:00:00 AM
2022-07-12T04-15-22,67861,Wichita County Pharmacy,NLP,NLP,NLP,20,07/11/2022 12:00:00 AM
2022-07-13T04-15-22,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/12/2022 12:00:00 AM
2022-07-13T04-15-22,67861,Wichita County Pharmacy,NLP,NLP,NLP,20,07/11/2022 12:00:00 AM
2022-07-14T04-15-29,67861,Wichita County Pharmacy,NLP,NLP,NLP,20,07/11/2022 12:00:00 AM
2022-07-14T04-15-29,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/12/2022 12:00:00 AM
2022-07-15T04-15-46,67861,Wichita County Pharmacy,NLP,NLP,NLP,20,07/11/2022 12:00:00 AM
2022-07-15T04-15-46,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/12/2022 12:00:00 AM
2022-07-17T04-15-18,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/14/2022 12:00:00 AM
2022-07-17T04-15-18,67861,Wichita County Pharmacy,NLP,NLP,NLP,20,07/11/2022 12:00:00 AM
2022-07-18T04-15-21,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/14/2022 12:00:00 AM
2022-07-18T04-15-21,67861,Wichita County Pharmacy,NLP,NLP,NLP,20,07/11/2022 12:00:00 AM
2022-07-18T07-55-19,67861,Wichita County Pharmacy,NLP,NLP,NLP,20,07/11/2022 12:00:00 AM
2022-07-18T07-55-19,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/14/2022 12:00:00 AM
2022-07-19T04-15-25,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/18/2022 12:00:00 AM
2022-07-19T04-15-25,67861,Wichita County Pharmacy,NLP,NLP,NLP,20,07/11/2022 12:00:00 AM
2022-07-20T04-15-41,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/18/2022 12:00:00 AM
2022-07-20T04-15-41,67861,Wichita County Pharmacy,NLP,NLP,NLP,20,07/11/2022 12:00:00 AM
2022-07-21T04-15-40,67861,Wichita County Pharmacy,NLP,NLP,NLP,20,07/11/2022 12:00:00 AM
2022-07-21T04-15-40,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/18/2022 12:00:00 AM
2022-07-21T04-15-40,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/18/2022 12:00:00 AM
2022-07-22T04-15-29,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,20,07/18/2022 12:00:00 AM
2022-07-22T04-15-29,67861,WICHITA COUNTY HEALTH CENTER,NLP,NLP,NLP,19,07/21/2022 12:00:00 AM
2022-07-22T04-15-29,67861,Wichita County Pharmacy,NLP,NLP,NLP,20,07/11/2022 12:00:00 AM
