2021-12-30T09-20-52,40202,NORTON CANCER INSTITUTE,12/29/2021 12:00:00 AM,01/01/2022 12:00:00 AM,,,
2022-01-03T16-32-58,40202,NORTON CANCER INSTITUTE,12/29/2021 12:00:00 AM,,220,220,01/01/2022 12:00:00 AM
2022-01-04T16-56-44,40202,NORTON CANCER INSTITUTE,12/29/2021 12:00:00 AM,,220,220,01/03/2022 12:00:00 AM
2022-01-04T18-34-57,40202,NORTON CANCER INSTITUTE,12/29/2021 12:00:00 AM,,220,220,01/03/2022 12:00:00 AM
2022-01-05T18-07-41,40202,NORTON CANCER INSTITUTE,12/29/2021 12:00:00 AM,,220,220,01/03/2022 12:00:00 AM
2022-01-07T08-09-36,40202,NORTON CANCER INSTITUTE,12/29/2021 12:00:00 AM,,220,210,01/05/2022 12:00:00 AM
2022-01-10T10-10-35,40202,NORTON CANCER INSTITUTE,12/29/2021 12:00:00 AM,12/31/2021 12:00:00 AM,220,124,01/07/2022 12:00:00 AM
2022-01-11T08-35-31,40202,NORTON CANCER INSTITUTE,12/29/2021 12:00:00 AM,12/31/2021 12:00:00 AM,220,123,01/10/2022 12:00:00 AM
2022-01-12T08-07-48,40202,NORTON CANCER INSTITUTE,12/29/2021 12:00:00 AM,12/31/2021 12:00:00 AM,220,123,01/11/2022 12:00:00 AM
2022-01-13T10-07-11,40202,NORTON CANCER INSTITUTE,12/29/2021 12:00:00 AM,12/31/2021 12:00:00 AM,220,123,01/11/2022 12:00:00 AM
2022-01-14T15-37-26,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,12/31/2021 12:00:00 AM,460,93,01/13/2022 12:00:00 AM
2022-01-19T08-05-28,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,12/31/2021 12:00:00 AM,460,318,01/18/2022 12:00:00 AM
2022-01-21T18-08-01,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,12/31/2021 12:00:00 AM,460,313,01/19/2022 12:00:00 AM
2022-01-24T09-15-30,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,292,01/21/2022 12:00:00 AM
2022-01-25T09-23-26,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,292,01/21/2022 12:00:00 AM
2022-01-26T07-35-52,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,292,01/21/2022 12:00:00 AM
2022-01-27T14-49-32,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,272,01/26/2022 12:00:00 AM
2022-01-28T09-28-02,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,272,01/26/2022 12:00:00 AM
2022-01-28T13-55-27,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,272,01/26/2022 12:00:00 AM
2022-01-28T14-38-48,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,272,01/26/2022 12:00:00 AM
2022-01-28T15-43-02,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,272,01/26/2022 12:00:00 AM
2022-01-28T17-11-19,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,264,01/28/2022 12:00:00 AM
2022-02-01T09-23-15,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,261,01/31/2022 12:00:00 AM
2022-02-02T09-09-05,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,256,02/01/2022 12:00:00 AM
2022-02-04T09-14-55,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,250,02/02/2022 12:00:00 AM
2022-02-07T09-54-34,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,250,02/02/2022 12:00:00 AM
2022-02-09T09-41-46,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,250,02/02/2022 12:00:00 AM
2022-02-10T21-04-53,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,212,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,212,02/10/2022 12:00:00 AM
2022-02-15T10-17-36,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,212,02/10/2022 12:00:00 AM
2022-02-16T08-11-48,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,211,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,40202,NORTON CANCER INSTITUTE,02/15/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,211,02/14/2022 12:00:00 AM
2022-02-16T18-37-01,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,211,02/14/2022 12:00:00 AM
2022-02-18T15-54-16,40202,NORTON CANCER INSTITUTE,01/13/2022 12:00:00 AM,01/15/2022 12:00:00 AM,460,211,02/17/2022 12:00:00 AM
