2022-01-14T15-37-26,64454,GOWER CLINIC-FQHC,01/12/2022 12:00:00 AM,,20,,
2022-01-19T08-05-28,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,20,20,01/17/2022 12:00:00 AM
2022-01-21T18-08-01,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,20,19,01/20/2022 12:00:00 AM
2022-01-24T09-15-30,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,20,19,01/20/2022 12:00:00 AM
2022-01-25T09-23-26,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,16,01/21/2022 12:00:00 AM
2022-01-26T07-35-52,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,16,01/21/2022 12:00:00 AM
2022-01-27T14-49-32,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,16,01/21/2022 12:00:00 AM
2022-01-28T09-28-02,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,15,01/27/2022 12:00:00 AM
2022-01-28T13-55-27,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,15,01/27/2022 12:00:00 AM
2022-01-28T14-38-48,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,15,01/27/2022 12:00:00 AM
2022-01-28T15-43-02,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,15,01/27/2022 12:00:00 AM
2022-01-28T17-11-19,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,15,01/27/2022 12:00:00 AM
2022-02-01T09-23-15,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,13,01/28/2022 12:00:00 AM
2022-02-02T09-09-05,64454,GOWER PHARMACY-FQHC,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,20,12,01/31/2022 12:00:00 AM
