2022-02-10T21-04-53,43551,Omnicare of Northwest Ohio #48321,,,0,58,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,43551,Omnicare of Northwest Ohio #48321,02/11/2022 12:00:00 AM,,40,57,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,43551,Omnicare of Northwest Ohio #48321,02/11/2022 12:00:00 AM,,40,57,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,43551,Omnicare of Northwest Ohio #48321,02/11/2022 12:00:00 AM,,40,57,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,43551,Omnicare of Northwest Ohio #48321,02/11/2022 12:00:00 AM,,40,57,02/15/2022 12:00:00 AM
2022-02-16T18-37-01,43551,Omnicare of Northwest Ohio #48321,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,97,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,43551,Omnicare of Northwest Ohio #48321,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,97,02/17/2022 12:00:00 AM
2022-02-18T16-04-21,43551,Omnicare of Northwest Ohio #48321,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,97,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,43551,Omnicare of Northwest Ohio #48321,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,97,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,43551,Omnicare of Northwest Ohio #48321,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,97,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,43551,Omnicare of Northwest Ohio #48321,02/24/2022 12:00:00 AM,02/15/2022 12:00:00 AM,60,97,03/01/2022 12:00:00 AM
2022-03-03T10-04-44,43551,Omnicare of Northwest Ohio #48321,02/24/2022 12:00:00 AM,02/28/2022 12:00:00 AM,60,97,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,43551,Omnicare of Northwest Ohio #48321,02/24/2022 12:00:00 AM,02/28/2022 12:00:00 AM,60,117,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/10/2022 12:00:00 AM
2022-03-18T09-58-11,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/18/2022 12:00:00 AM
2022-03-21T16-35-27,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/21/2022 12:00:00 AM
2022-03-22T09-16-18,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/21/2022 12:00:00 AM
2022-03-23T08-41-43,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/22/2022 12:00:00 AM
2022-03-24T13-46-29,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/24/2022 12:00:00 AM
2022-03-25T08-10-53,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/24/2022 12:00:00 AM
2022-03-25T08-10-53,43551,Walgreens Store #09409,NLP,NLP,NLP,58,03/24/2022 12:00:00 AM
2022-03-26T06-57-27,43551,Walgreens Store #09409,NLP,NLP,NLP,58,03/25/2022 12:00:00 AM
2022-03-26T06-57-27,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,43551,Walgreens Store #09409,NLP,NLP,NLP,58,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,43551,Omnicare of Northwest Ohio #48321,NLP,NLP,NLP,117,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,43551,Walgreens Store #09409,NLP,NLP,NLP,58,03/25/2022 12:00:00 AM
