2022-01-03T16-32-58,27834,PORT HEALTH PHARMACY GREENVILLE,12/27/2021 12:00:00 AM,,0,,
2022-01-19T08-05-28,27834,PORT HEALTH PHARMACY GREENVILLE,01/14/2022 12:00:00 AM,,20,,
2022-01-21T18-08-01,27834,PORT HEALTH PHARMACY GREENVILLE,01/14/2022 12:00:00 AM,,20,,
2022-01-24T09-15-30,27834,PORT HEALTH PHARMACY GREENVILLE,01/14/2022 12:00:00 AM,,20,,
2022-01-25T09-23-26,27834,PORT HEALTH PHARMACY GREENVILLE,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,,
2022-01-26T07-35-52,27834,PORT HEALTH PHARMACY GREENVILLE,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,,
2022-01-27T14-49-32,27834,PORT HEALTH PHARMACY GREENVILLE,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,,
2022-01-28T09-28-02,27834,ECU PHYSICIANS,01/25/2022 12:00:00 AM,,20,4,01/27/2022 12:00:00 AM
2022-01-28T09-28-02,27834,PORT HEALTH PHARMACY GREENVILLE,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,,
2022-01-28T13-55-27,27834,ECU PHYSICIANS,01/25/2022 12:00:00 AM,,20,4,01/27/2022 12:00:00 AM
2022-01-28T13-55-27,27834,PORT HEALTH PHARMACY GREENVILLE,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,,
2022-01-28T14-38-48,27834,ECU PHYSICIANS,01/25/2022 12:00:00 AM,,20,4,01/27/2022 12:00:00 AM
2022-01-28T14-38-48,27834,PORT HEALTH PHARMACY GREENVILLE,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,,
2022-01-28T15-43-02,27834,ECU PHYSICIANS,01/25/2022 12:00:00 AM,,20,4,01/27/2022 12:00:00 AM
2022-01-28T15-43-02,27834,PORT HEALTH PHARMACY GREENVILLE,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,,
2022-01-28T17-11-19,27834,PORT HEALTH PHARMACY GREENVILLE,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,,
2022-01-28T17-11-19,27834,ECU PHYSICIANS,01/25/2022 12:00:00 AM,,20,4,01/28/2022 12:00:00 AM
2022-02-01T09-23-15,27834,PORT HEALTH PHARMACY GREENVILLE,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,,
