2022-02-18T16-04-21,73701,INTEGRIS BASS BAPTIST HOSPITAL,02/16/2022 12:00:00 AM,,12,,
2022-02-18T16-04-21,73701,ST MARYS REGIONAL MEDICAL CENTER,02/16/2022 12:00:00 AM,,12,,
2022-03-03T09-56-49,73701,ST MARYS REGIONAL MEDICAL CENTER,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,12,,
2022-03-03T09-56-49,73701,INTEGRIS BASS BAPTIST HOSPITAL,02/23/2022 12:00:00 AM,02/26/2022 12:00:00 AM,24,,
2022-03-03T10-04-44,73701,ST MARYS REGIONAL MEDICAL CENTER,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,12,,
2022-03-03T10-04-44,73701,INTEGRIS BASS BAPTIST HOSPITAL,02/23/2022 12:00:00 AM,02/26/2022 12:00:00 AM,24,,
2022-03-08T14-40-56,73701,ST MARYS REGIONAL MEDICAL CENTER,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,12,,
2022-03-08T14-40-56,73701,INTEGRIS BASS BAPTIST HOSPITAL,02/23/2022 12:00:00 AM,02/26/2022 12:00:00 AM,24,,
2022-03-16T18-51-35,73701,INTEGRIS BASS BAPTIST HEALTH CENTER,NLP,NLP,NLP,46,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,73701,ST MARY'S REGIONAL MEDICAL CENTER,NLP,NLP,NLP,57,03/09/2022 12:00:00 AM
