2022-02-18T16-04-21,89406,Churchill County PH Miners Site,02/16/2022 12:00:00 AM,,48,,
2022-03-03T09-56-49,89406,Churchill County PH Miners Site,02/16/2022 12:00:00 AM,02/23/2022 12:00:00 AM,48,,
2022-03-03T10-04-44,89406,Churchill County PH Miners Site,02/16/2022 12:00:00 AM,02/23/2022 12:00:00 AM,48,,
2022-03-08T14-40-56,89406,Churchill County PH Miners Site,02/16/2022 12:00:00 AM,02/23/2022 12:00:00 AM,48,,
2022-03-18T11-17-38,89406,BANNER CHURCHILL COMMUNITY HOSPITAL,NLP,NLP,NLP,16,03/16/2022 12:00:00 AM
2022-03-18T15-22-50,89406,BANNER CHURCHILL COMMUNITY HOSPITAL,NLP,NLP,NLP,16,03/16/2022 12:00:00 AM
2022-03-19T08-15-59,89406,BANNER CHURCHILL COMMUNITY HOSPITAL,NLP,NLP,NLP,16,03/16/2022 12:00:00 AM
2022-03-19T11-58-02,89406,BANNER CHURCHILL COMMUNITY HOSPITAL,NLP,NLP,NLP,16,03/16/2022 12:00:00 AM
2022-03-20T06-05-37,89406,BANNER CHURCHILL COMMUNITY HOSPITAL,NLP,NLP,NLP,16,03/16/2022 12:00:00 AM
2022-03-21T06-11-50,89406,BANNER CHURCHILL COMMUNITY HOSPITAL,NLP,NLP,NLP,16,03/16/2022 12:00:00 AM
2022-03-21T14-18-38,89406,BANNER CHURCHILL COMMUNITY HOSPITAL,NLP,NLP,NLP,16,03/16/2022 12:00:00 AM
