2022-02-18T16-04-21,11223,CENTURY MEDICAL AND DENTAL CTR,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-02-18T16-04-21,11223,LAKE COUNTRY UROLOGY PLLC,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,36,,
2022-02-18T16-04-21,11223,AVENUE U MEDICAL CARE PC,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,24,,
2022-03-03T09-56-49,11223,AVENUE U MEDICAL CARE PC,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,36,,
2022-03-03T09-56-49,11223,CENTURY MEDICAL AND DENTAL CTR,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,18,,
2022-03-03T09-56-49,11223,LAKE COUNTRY UROLOGY PLLC,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,72,,
2022-03-03T10-04-44,11223,CENTURY MEDICAL AND DENTAL CTR,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,18,,
2022-03-03T10-04-44,11223,AVENUE U MEDICAL CARE PC,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,36,,
2022-03-03T10-04-44,11223,LAKE COUNTRY UROLOGY PLLC,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,72,,
2022-03-08T14-40-56,11223,CENTURY MEDICAL AND DENTAL CTR,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,18,,
2022-03-08T14-40-56,11223,AVENUE U MEDICAL CARE PC,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,36,,
2022-03-08T14-40-56,11223,LAKE COUNTRY UROLOGY PLLC,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,72,,
2022-03-24T13-46-29,11223,Lake Country Urology,NLP,NLP,NLP,53,03/23/2022 12:00:00 AM
2022-03-25T08-10-53,11223,Lake Country Urology,NLP,NLP,NLP,53,03/23/2022 12:00:00 AM
