2022-02-18T16-04-21,10522,St. John Riverside Hosp-Dobbs Ferry,02/17/2022 12:00:00 AM,,5,,
2022-03-03T09-56-49,10522,St. John Riverside Hosp-Dobbs Ferry,02/17/2022 12:00:00 AM,,5,,
2022-03-03T10-04-44,10522,St. John Riverside Hosp-Dobbs Ferry,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,5,,
2022-03-08T14-40-56,10522,St. John Riverside Hosp-Dobbs Ferry,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,5,,
2022-06-22T04-15-20,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,0,06/07/2022 12:00:00 AM
2022-06-23T04-15-16,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,10,06/22/2022 12:00:00 AM
2022-06-24T04-15-26,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,10,06/22/2022 12:00:00 AM
2022-06-25T04-15-18,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,10,06/22/2022 12:00:00 AM
2022-06-26T04-15-17,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,10,06/22/2022 12:00:00 AM
2022-06-27T04-15-31,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,10,06/22/2022 12:00:00 AM
2022-06-28T04-15-44,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-06-29T04-15-40,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-06-30T04-15-32,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-01T04-15-22,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-03T14-40-38,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-04T04-15-29,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-05T04-15-18,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-06T04-15-19,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-07T04-15-17,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-07T13-15-18,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-08T04-15-19,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-09T04-15-19,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-10T04-15-26,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-11T04-15-25,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-12T04-15-22,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-13T04-15-22,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-14T04-15-29,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-15T04-15-46,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-17T04-15-18,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-18T04-15-21,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-18T07-55-19,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-19T04-15-25,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-20T04-15-41,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
2022-07-21T04-15-40,10522,The Wellness Lab NY; LLC,NLP,NLP,NLP,9,06/27/2022 12:00:00 AM
