2022-04-23T05-25-10,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,04/24/2022 12:00:00 AM
2022-04-25T05-22-33,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,04/24/2022 12:00:00 AM
2022-04-26T05-20-54,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,04/25/2022 12:00:00 AM
2022-04-27T05-23-49,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,04/26/2022 12:00:00 AM
2022-04-28T09-22-45,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,04/27/2022 12:00:00 AM
2022-04-29T05-13-54,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,04/30/2022 12:00:00 AM
2022-05-01T05-13-51,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,04/30/2022 12:00:00 AM
2022-05-02T06-02-50,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/01/2022 12:00:00 AM
2022-05-03T06-05-23,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/02/2022 12:00:00 AM
2022-05-04T05-12-02,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/03/2022 12:00:00 AM
2022-05-05T09-49-47,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/04/2022 12:00:00 AM
2022-05-06T06-12-41,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/07/2022 12:00:00 AM
2022-05-08T10-02-59,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/07/2022 12:00:00 AM
2022-05-09T05-08-14,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/08/2022 12:00:00 AM
2022-05-10T06-06-54,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/09/2022 12:00:00 AM
2022-05-11T06-51-12,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/11/2022 12:00:00 AM
2022-05-14T08-49-14,89008,GROVER C. DILS MEDICAL CENTER,NLP,NLP,NLP,10,05/13/2022 12:00:00 AM
