2022-03-08T14-40-56,33409,CDR Health; West Gate Park and Recr,03/03/2022 12:00:00 AM,03/08/2022 12:00:00 AM,620,,
2022-03-16T18-51-35,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,311,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/20/2022 12:00:00 AM
2022-03-21T06-11-50,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/20/2022 12:00:00 AM
2022-03-21T14-18-38,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/20/2022 12:00:00 AM
2022-03-21T16-35-27,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/21/2022 12:00:00 AM
2022-03-22T09-16-18,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/21/2022 12:00:00 AM
2022-03-23T08-41-43,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/22/2022 12:00:00 AM
2022-03-24T13-46-29,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/24/2022 12:00:00 AM
2022-03-25T08-10-53,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/24/2022 12:00:00 AM
2022-03-26T06-57-27,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-03-28T06-21-17,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-03-29T08-50-48,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-03-30T09-27-07,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-03-31T08-53-07,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-03-31T15-09-22,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-04-01T06-54-45,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-04-02T06-05-59,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-04-03T05-51-54,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-04-04T05-38-24,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-04-05T05-48-33,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-04-06T05-45-18,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-04-07T05-34-07,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-04-08T05-48-29,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-04-09T05-41-09,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-04-10T09-31-27,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
2022-04-11T07-06-23,33409,CDR Health; West Gate Park and Recr,NLP,NLP,NLP,911,03/25/2022 12:00:00 AM
