2022-01-05T18-07-41,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,,24,0,01/02/2022 12:00:00 AM
2022-01-07T08-09-36,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,,24,0,01/02/2022 12:00:00 AM
2022-01-10T10-10-35,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,,24,0,01/02/2022 12:00:00 AM
2022-01-11T08-35-31,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,,24,0,01/02/2022 12:00:00 AM
2022-01-12T08-07-48,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,,24,0,01/02/2022 12:00:00 AM
2022-01-13T10-07-11,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/12/2022 12:00:00 AM
2022-01-14T15-37-26,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/13/2022 12:00:00 AM
2022-01-19T08-05-28,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/13/2022 12:00:00 AM
2022-01-21T18-08-01,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/13/2022 12:00:00 AM
2022-01-24T09-15-30,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/13/2022 12:00:00 AM
2022-01-25T09-23-26,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/24/2022 12:00:00 AM
2022-01-26T07-35-52,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/24/2022 12:00:00 AM
2022-01-27T14-49-32,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/24/2022 12:00:00 AM
2022-01-28T09-28-02,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/24/2022 12:00:00 AM
2022-01-28T13-55-27,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/24/2022 12:00:00 AM
2022-01-28T14-38-48,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/24/2022 12:00:00 AM
