2022-01-14T15-37-26,67114,Central Care Cancer Center,01/12/2022 12:00:00 AM,,48,,
2022-01-26T07-35-52,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,,96,,
2022-01-27T14-49-32,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,,96,,
2022-01-28T09-28-02,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,,96,,
2022-01-28T13-55-27,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,,96,,
2022-01-28T14-38-48,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,,96,,
2022-01-28T15-43-02,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,,96,,
2022-01-28T17-11-19,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,,192,192,01/28/2022 12:00:00 AM
2022-02-01T09-23-15,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,192,192,01/28/2022 12:00:00 AM
2022-02-02T09-09-05,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,192,01/28/2022 12:00:00 AM
2022-02-04T09-14-55,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,190,02/01/2022 12:00:00 AM
2022-02-07T09-54-34,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,189,02/04/2022 12:00:00 AM
2022-02-09T09-41-46,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,189,02/04/2022 12:00:00 AM
2022-02-10T21-04-53,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,184,02/09/2022 12:00:00 AM
2022-02-14T09-23-55,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,184,02/09/2022 12:00:00 AM
2022-02-15T10-17-36,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,184,02/09/2022 12:00:00 AM
2022-02-16T08-11-48,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,183,02/11/2022 12:00:00 AM
2022-02-16T08-23-53,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,183,02/14/2022 12:00:00 AM
2022-02-16T18-37-01,67114,NEWTON MEDICAL CENTER,02/15/2022 12:00:00 AM,,24,,
2022-02-16T18-37-01,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,181,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,67114,NEWTON MEDICAL CENTER,02/15/2022 12:00:00 AM,,24,,
2022-02-18T15-54-16,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,181,02/16/2022 12:00:00 AM
2022-02-18T16-04-21,67114,NEWTON MEDICAL CENTER,02/15/2022 12:00:00 AM,,24,,
2022-02-18T16-04-21,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,179,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,179,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,67114,NEWTON MEDICAL CENTER,02/15/2022 12:00:00 AM,02/18/2022 12:00:00 AM,24,,
2022-02-24T09-51-18,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,179,02/22/2022 12:00:00 AM
2022-02-24T09-51-18,67114,NEWTON MEDICAL CENTER,02/15/2022 12:00:00 AM,02/18/2022 12:00:00 AM,24,,
2022-03-03T09-56-49,67114,NEWTON MEDICAL CENTER,02/15/2022 12:00:00 AM,02/18/2022 12:00:00 AM,24,,
2022-03-03T09-56-49,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,174,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,67114,NEWTON MEDICAL CENTER,02/15/2022 12:00:00 AM,02/18/2022 12:00:00 AM,24,,
2022-03-03T10-04-44,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,172,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,67114,NEWTON MEDICAL CENTER,02/15/2022 12:00:00 AM,02/18/2022 12:00:00 AM,24,24,03/04/2022 12:00:00 AM
