2022-01-13T10-07-11,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/09/2022 12:00:00 AM,,24,,
2022-01-14T15-37-26,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/12/2022 12:00:00 AM,,48,,
2022-01-19T08-05-28,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/12/2022 12:00:00 AM,,48,24,01/18/2022 12:00:00 AM
2022-01-21T18-08-01,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/12/2022 12:00:00 AM,,48,24,01/18/2022 12:00:00 AM
2022-01-24T09-15-30,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/12/2022 12:00:00 AM,01/20/2022 12:00:00 AM,48,24,01/18/2022 12:00:00 AM
2022-01-25T09-23-26,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/20/2022 12:00:00 AM,120,45,01/24/2022 12:00:00 AM
2022-01-26T07-35-52,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/20/2022 12:00:00 AM,120,45,01/24/2022 12:00:00 AM
2022-01-27T14-49-32,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,144,42,01/25/2022 12:00:00 AM
2022-01-28T09-28-02,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,144,66,01/26/2022 12:00:00 AM
2022-01-28T13-55-27,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,144,66,01/26/2022 12:00:00 AM
2022-01-28T14-38-48,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,144,66,01/26/2022 12:00:00 AM
2022-01-28T15-43-02,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,144,66,01/26/2022 12:00:00 AM
2022-01-28T17-11-19,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,144,64,01/27/2022 12:00:00 AM
2022-02-01T09-23-15,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,144,64,01/28/2022 12:00:00 AM
2022-02-02T09-09-05,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,63,01/31/2022 12:00:00 AM
2022-02-04T09-14-55,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,59,02/01/2022 12:00:00 AM
2022-02-07T09-54-34,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,59,02/01/2022 12:00:00 AM
2022-02-09T09-41-46,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,58,02/07/2022 12:00:00 AM
2022-02-10T21-04-53,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,58,02/09/2022 12:00:00 AM
2022-02-14T09-23-55,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,58,02/10/2022 12:00:00 AM
2022-02-15T10-17-36,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,58,02/10/2022 12:00:00 AM
2022-02-16T08-11-48,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,58,02/10/2022 12:00:00 AM
2022-02-16T08-23-53,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,55,02/14/2022 12:00:00 AM
2022-02-16T18-37-01,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,55,02/14/2022 12:00:00 AM
2022-02-18T15-54-16,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,53,02/17/2022 12:00:00 AM
2022-02-18T16-04-21,78731,TEXAS ONCOLOGY AUSTIN CENTRAL,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,52,02/17/2022 12:00:00 AM
