2022-02-16T08-23-53,80524,UCHEALTH POUDRE VALLEY HOSPITAL,,,0,24,02/15/2022 12:00:00 AM
2022-03-18T09-58-11,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-03-18T15-22-50,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-03-19T08-15-59,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-03-19T11-58-02,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-03-20T06-05-37,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-03-21T06-11-50,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-03-21T14-18-38,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-03-21T16-35-27,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-03-22T09-16-18,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-03-28T06-21-17,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-03-29T08-50-48,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,8,03/15/2022 12:00:00 AM
2022-04-01T06-54-45,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-02T06-05-59,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-03T05-51-54,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-04T05-38-24,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-05T05-48-33,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-06T05-45-18,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-07T05-34-07,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-08T05-48-29,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-09T05-41-09,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-10T09-31-27,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-11T07-06-23,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-12T07-06-55,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-13T09-20-57,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-13T11-55-39,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-04-14T09-18-06,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,03/31/2022 12:00:00 AM
2022-05-06T06-12-41,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,80524,UCHEALTH POUDRE VALLEY HOSPITAL,NLP,NLP,NLP,1,05/05/2022 12:00:00 AM
